text,label
"flawed , but worth seeing for ambrose's performance .",1
"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",1
the humor and humanity of monsoon wedding are in perfect balance .,1
"lookin' for sin , american-style ? try hell house , which documents the cautionary christian spook-a-rama of the same name .",1
a compelling motion picture that illustrates an american tragedy .,1
"as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should .",1
it's a day at the beach -- with air conditioning and popcorn .,1
"frida isn't that much different from many a hollywood romance . what sets it apart is the vision that taymor , the avant garde director of broadway's the lion king and the film titus , brings .",1
"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",1
"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",1
the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken .,1
"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .",1
"it's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",1
"cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement .",1
it's a rare window on an artistic collaboration .,1
". . . begins with promise , but runs aground after being snared in its own tangled plot .",1
perhaps the best sports movie i've ever seen .,1
cho's timing is priceless .,1
". . . creates a visceral sense of its characters' lives and conflicted emotions that carries it far above . . . what could have been a melodramatic , lifetime channel-style anthology .",1
"a sensitive , moving , brilliantly constructed work .",1
an edgy thriller that delivers a surprising punch .,1
a reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility .,1
[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,1
there is truth here,1
"a confident , richly acted , emotionally devastating piece of work and 2002's first great film",1
"a touching , small-scale story of family responsibility and care in the community .",1
arteta directs one of the best ensemble casts of the year,1
the casting of von sydow . . . is itself intacto's luckiest stroke .,1
"no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels .",1
"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",1
"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",1
". . . the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor . . .",1
this movie got me grinning . there's a part of us that cannot help be entertained by the sight of someone getting away with something .,1
an old-fashioned drama of substance about a teacher's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .,1
"what's not to like about a movie with a 'children's' song that includes the line 'my stepdad's not mean , he's just adjusting' ?",1
"this english-language version . . . does full honor to miyazaki's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",1
the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .,1
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",1
"there are no special effects , and no hollywood endings .",1
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit .",1
"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of "" lilo "" could have been pulled from a tear-stained vintage shirley temple script .",1
a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .,1
"filled with honest performances and exceptional detail , baran is a gentle film with dramatic punch , a haunting ode to humanity .",1
"sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",1
"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land .",1
one-of-a-kind near-masterpiece .,1
. . . a triumph of emotionally and narratively complex filmmaking .,1
"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece .",1
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .,1
"although fairly involving as far as it goes , the film doesn't end up having much that is fresh to say about growing up catholic or , really , anything .",1
proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts .,1
a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,1
top-notch action powers this romantic drama .,1
"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '",1
"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",1
probably the best case for christianity since chesterton and lewis .,1
"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices .",1
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .",1
"visually fascinating . . . an often intense character study about fathers and sons , loyalty and duty .",1
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,1
schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .,1
"a slick , engrossing melodrama .",1
"s1m0ne's satire is not subtle , but it is effective . it's a quirky , off-beat project . . . .",1
"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",1
"even if you don't know the band or the album's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century .",1
the solid filmmaking and convincing characters makes this a high water mark for this genre .,1
"films about loss , grief and recovery are pretty valuable these days . seen in that light , moonlight mile should strike a nerve in many .",1
"it's endlessly inventive , consistently intelligent and sickeningly savage .",1
it is definitely worth seeing .,1
an impeccable study in perversity .,1
"far from heaven is a dazzling conceptual feat , but more than that , it's a work of enthralling drama .",1
"a movie that both thrills the eye and , in its over-the-top way , touches the heart .",1
"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",1
"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",1
"a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .",1
"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",1
"the result is more depressing than liberating , but it's never boring .",1
a story about intelligent high school students that deals with first love sweetly but also seriously . it is also beautifully acted .,1
"it isn't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .",1
"same song , second verse , coulda been better , but it coulda been worse .",1
"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .",1
"wilco fans will have a great time , and the movie should win the band a few new converts , too .",1
"tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances .",1
the date movie that franz kafka would have made .,1
"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer .",1
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,1
i liked this film a lot . . .,1
. . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .,1
a solid and refined piece of moviemaking imbued with passion and attitude .,1
"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",1
"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",1
"on the surface a silly comedy , scotland , pa would be forgettable if it weren't such a clever adaptation of the bard's tragic play .",1
"a weird , arresting little ride .",1
"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories .",1
"a first-class road movie that proves you can run away from home , but your ego and all your problems go with you .",1
"you might want to take a reality check before you pay the full ticket price to see "" simone , "" and consider a dvd rental instead .",1
well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .,1
a backstage must-see for true fans of comedy .,1
"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",1
"the film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from paul's perspective .",1
"jones . . . makes a great impression as the writer-director of this little $1 . 8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",1
"in the disturbingly involving family dysfunctional drama how i killed my father , french director anne fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",1
"below may not mark mr . twohy's emergence into the mainstream , but his promise remains undiminished .",1
there's no reason to miss interview with the assassin,1
happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music .,1
its sheer dynamism is infectious .,1
"for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .",1
lightweight but appealing .,1
it somehow managed to make its way past my crappola radar and find a small place in my heart,1
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated .",1
"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",1
the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,1
"the movie is well done , but slow .",1
"[a] wonderfully loopy tale of love , longing , and voting .",1
"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .",1
"the last scenes of the film are anguished , bitter and truthful . mr . koshashvili is a director to watch .",1
predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .,1
"antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",1
"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .",1
"it challenges , this nervy oddity , like modern art should .",1
"whenever you think you've figured out late marriage , it throws you for a loop .",1
the pianist is polanski's best film .,1
"it is a testament of quiet endurance , of common concern , of reconciled survival .",1
"this orange has some juice , but it's far from fresh-squeezed .",1
"a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china .",1
highly engaging .,1
"high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",1
cusack's just brilliant in this .,1
knows how to make our imagination wonder .,1
"jae-eun jeong's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema .",1
"the overall fabric is hypnotic , and mr . mattei fosters moments of spontaneous intimacy .",1
"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",1
malcolm mcdowell is cool . paul bettany is cool . paul bettany playing malcolm mcdowell ? cool .,1
"a touching , sophisticated film that almost seems like a documentary in the way it captures an italian immigrant family on the brink of major changes .",1
. . . a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,1
"an inventive , absorbing movie that's as hard to classify as it is hard to resist .",1
"it made me want to get made-up and go see this movie with my sisters . i thought the relationships were wonderful , the comedy was funny , and the love 'real' .",1
"( caine ) proves once again he hasn't lost his touch , bringing off a superb performance in an admittedly middling film .",1
"bogdanovich puts history in perspective and , via kirsten dunst's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy .",1
"this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",1
a captivating new film .,1
those who aren't put off by the film's austerity will find it more than capable of rewarding them .,1
"it's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",1
reveals how important our special talents can be when put in service of of others . it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,1
"with the same sort of good-natured fun found in films like tremors , eight legged freaks is prime escapist fare .",1
"a sharp , amusing study of the cult of celebrity .",1
the sentimental cliches mar an otherwise excellent film . a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,1
"a graceful , moving tribute to the courage of new york's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",1
"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",1
"made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money . the charming result is festival in cannes .",1
"if you're looking for something new and hoping for something entertaining , you're in luck .",1
"a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary .",1
a rip-roaring comedy action fest that'll put hairs on your chest .,1
"if there's no art here , it's still a good yarn -- which is nothing to sneeze at these days .",1
"simultaneously heart-breaking and very funny , the last kiss is really all about performances .",1
"there is a subversive element to this disney cartoon , providing unexpected fizzability .",1
"an unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",1
"an enjoyable , if occasionally flawed , experiment .",1
miyazaki is one of world cinema's most wondrously gifted artists and storytellers .,1
"if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",1
"meeting , even exceeding expectations , it's the best sequel since the empire strikes back . . . a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",1
"leigh is one of the rare directors who feels acting is the heart and soul of cinema . he allows his cast members to make creative contributions to the story and dialogue . this method almost never fails him , and it works superbly here .",1
"poetry in motion captured on film . while it can be a bit repetitive , overall it's an entertaining and informative documentary .",1
"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",1
the entire movie establishes a wonderfully creepy mood .,1
"i found the ring moderately absorbing , largely for its elegantly colorful look and sound .",1
"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .",1
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,1
"rabbit-proof fence will probably make you angry . but it will just as likely make you weep , and it will do so in a way that doesn't make you feel like a sucker .",1
"both heartbreaking and heartwarming . . . just a simple fable done in an artless sytle , but it's tremendously moving .",1
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,1
"the film's sense of imagery gives it a terrible strength , but it's propelled by the acting .",1
"the pianist [is] a supremely hopeful cautionary tale of war's madness remembered that we , today , can prevent its tragic waste of life . here is a divine monument to a single man's struggle to regain his life , his dignity and his music .",1
"strange it is , but delightfully so .",1
"elegant , mannered and teasing .",1
an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality .,1
the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .,1
"decasia is what has happened already to so many silent movies , newsreels and the like . the unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",1
"a droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the lone star state .",1
"with each of her three protagonists , miller eloquently captures the moment when a woman's life , out of a deep-seated , emotional need , is about to turn onto a different path .",1
ryan gosling . . . is at 22 a powerful young actor .,1
"a minor work yet there's no denying the potency of miller's strange , fleeting brew of hopeful perseverance and hopeless closure .",1
"as an introduction to the man's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it's invaluable .",1
the film is a verbal duel between two gifted performers .,1
"imperfect ? yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .",1
you'll get the enjoyable basic minimum . but not a whit more .,1
what a great way to spend 4 units of your day .,1
"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time .",1
as simple and innocent a movie as you can imagine . this is a movie you can trust .,1
"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",1
""" it's all about the image . """,1
feral and uncomfortable .,1
"vividly conveys the passion , creativity , and fearlessness of one of mexico's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",1
"hollywood ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",1
maybe thomas wolfe was right : you can't go home again .,1
"a compelling yarn , but not quite a ripping one .",1
"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",1
the film has several strong performances .,1
"i've never bought from telemarketers , but i bought this movie .",1
"perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",1
"the funny thing is , i didn't mind all this contrived nonsense a bit .",1
"[shyamalan] turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",1
"a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it's based on true events somehow makes it all the more compelling .",1
an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else .,1
"a highly spirited , imaginative kid's movie that broaches neo-augustinian theology : is god stuck in heaven because he's afraid of his best-known creation ?",1
"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity .",1
raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen .,1
the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .,1
"well-acted , well-directed and , for all its moodiness , not too pretentious .",1
it's a satisfying summer blockbuster and worth a look .,1
boomers and their kids will have a barrie good time .,1
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .,1
"ultimately , "" mib ii "" succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless .",1
stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .,1
"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",1
"the real charm of this trifle is the deadpan comic face of its star , jean reno , who resembles sly stallone in a hot sake half-sleep .",1
"what's so fun about this silly , outrageous , ingenious thriller is the director's talent . watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers .",1
"strip it of all its excess debris , and you'd have a 90-minute , four-star movie . as it is , it's too long and unfocused .",1
an immensely entertaining look at some of the unsung heroes of 20th century pop music .,1
"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times .",1
this beautifully animated epic is never dull .,1
brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special .,1
"it makes compelling , provocative and prescient viewing .",1
a thoroughly entertaining comedy that uses grant's own twist of acidity to prevent itself from succumbing to its own bathos .,1
"using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",1
"what eric schaeffer has accomplished with never again may not , strictly speaking , qualify as revolutionary . but it's defiantly and delightfully against the grain .",1
"the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational , and everything meshes in this elegant entertainment .",1
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .",1
"mr . clooney , mr . kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",1
"definitely funny stuff , but it's more of the 'laughing at' variety than the 'laughing with . '",1
easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .,1
a gripping drama .,1
"a real winner -- smart , funny , subtle , and resonant .",1
"family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",1
the pitch must have read like a discarded house beautiful spread .,1
"uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",1
director david jacobson gives dahmer a consideration that the murderer never game his victims .,1
the film has a terrific look and salma hayek has a feel for the character at all stages of her life .,1
a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,1
the performances are remarkable .,1
"it's burns' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",1
"as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children's entertainment . you'll forget about it by monday , though , and if they're old enough to have developed some taste , so will your kids .",1
"while i can't say it's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .",1
"strange , funny , twisted , brilliant and macabre .",1
a genuinely moving and wisely unsentimental drama .,1
heaven is a haunting dramatization of a couple's moral ascension .,1
the mothman prophecies is best when illustrating the demons bedevilling the modern masculine journey .,1
'stock up on silver bullets for director neil marshall's intense freight train of a film . ',1
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,1
"an entertaining british hybrid of comedy , caper thrills and quirky romance .",1
"alain choquart's camera barely stops moving , portraying both the turmoil of the time and giving conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .",1
mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it's a pleasurable trifle . the only pain you'll feel as the credits roll is your stomach grumbling for some tasty grub .,1
"hardly an objective documentary , but it's great cinematic polemic . . . love moore or loathe him , you've got to admire . . . the intensity with which he's willing to express his convictions .",1
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,1
"the film is visually dazzling , the depicted events dramatic , funny and poignant .",1
"a directorial tour de force by bernard rose , ivans xtc . is one of this year's very best pictures .",1
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",1
even the digressions are funny .,1
mr . spielberg and his company just want you to enjoy yourselves without feeling conned . and they succeed merrily at their noble endeavor .,1
melodrama with a message .,1
"en sí mismo el rey león es un espectáculo digno de contemplarse en cine , dvd o en su soberbio montaje teatral ; pero el hacerlo en la pantalla imax es una experiencia colosal .",1
a perfectly pleasant if slightly pokey comedy .,1
"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",1
"at the end , when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",1
wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,1
"it's hard to imagine anybody ever being "" in the mood "" to view a movie as harrowing and painful as the grey zone , but it's equally hard to imagine anybody being able to tear their eyes away from the screen once it's started .",1
"bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal .",1
"a moving tale of love and destruction in unexpected places , unexamined lives .",1
clooney directs this film always keeping the balance between the fantastic and the believable . . .,1
beautifully produced .,1
smart and taut .,1
"even if you don't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",1
. . . a lesson in prehistoric hilarity .,1
"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",1
lawrence plumbs personal tragedy and also the human comedy .,1
"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .",1
just about the surest bet for an all-around good time at the movies this summer .,1
"it would be disingenuous to call reno a great film , but you can say that about most of the flicks moving in and out of the multiplex . this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .",1
os universos de chuck barris e charlie kaufman são complementares . e igualmente fascinantes .,1
"there is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",1
"the four feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",1
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry .",1
"this story still seems timely and important . and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends .",1
"the bodily function jokes are about what you'd expect , but there are rich veins of funny stuff in this movie .",1
"the performances are amiable and committed , and the comedy more often than not hits the bullseye .",1
"this time , the hype is quieter , and while the movie is slightly less successful than the first , it's still a rollicking good time for the most part .",1
there's plenty to enjoy -- in no small part thanks to lau .,1
"with a romantic comedy plotline straight from the ages , this cinderella story doesn't have a single surprise up its sleeve . but it does somehow manage to get you under its spell .",1
"though few will argue that it ranks with the best of herzog's works , invincible shows he's back in form , with an astoundingly rich film .",1
""" catch me "" feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark .",1
"by no means a great movie , but it is a refreshingly forthright one .",1
the casting of raymond j . barry as the 'assassin' greatly enhances the quality of neil burger's impressive fake documentary .,1
"despite besson's high-profile name being wasabi's big selling point , there is no doubt that krawczyk deserves a huge amount of the credit for the film's thoroughly winning tone .",1
"this documentary is a dazzling , remarkably unpretentious reminder of what [evans] had , lost , and got back .",1
"a thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one's actions .",1
"as satisfyingly odd and intriguing a tale as it was a century and a half ago . . . has a delightfully dour , deadpan tone and stylistic consistency .",1
"methodical , measured , and gently tedious in its comedy , secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain .",1
"a witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",1
for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,1
"by the standards of knucklehead swill , the hot chick is pretty damned funny .",1
one of the most gloriously unsubtle and adrenalized extreme shockers since the evil dead .,1
[reaches] wholly believable and heart-wrenching depths of despair .,1
an absorbing and unsettling psychological drama .,1
"this movie may not have the highest production values you've ever seen , but it's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep .",1
"though it's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",1
the entire cast is extraordinarily good .,1
"yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable .",1
"the film delivers what it promises : a look at the "" wild ride "" that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",1
"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",1
"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",1
the film sparkles with the the wisdom and humor of its subjects .,1
"if [jaglom's] latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",1
"like the english patient and the unbearable lightness of being , the hours is one of those reputedly "" unfilmable "" novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",1
"just about the best straight-up , old-school horror film of the last 15 years .",1
a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 .,1
"an oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",1
"while the film is not entirely successful , it still manages to string together enough charming moments to work .",1
a winning piece of work filled with love for the movies of the 1960s .,1
"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",1
helps to remind the first world that hiv/aids is far from being yesterday's news .,1
a heartening tale of small victories and enduring hope .,1
the vistas are sweeping and the acting is far from painful .,1
jackson and co have brought back the value and respect for the term epic cinema .,1
"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while , but it also happens to be the movie's most admirable quality",1
"charlotte sometimes is a brilliant movie . it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",1
"a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",1
"defies logic , the laws of physics and almost anyone's willingness to believe in it . but darned if it doesn't also keep us riveted to our seats .",1
a complex psychological drama about a father who returns to his son's home after decades away .,1
writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls .,1
"this is not a retread of "" dead poets' society . """,1
sweet and memorable film .,1
"a smart , arch and rather cold-blooded comedy .",1
"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s . c . , to the adrenaline jolt of a sudden lunch rush at the diner .",1
highly watchable stuff .,1
. . . begins on a high note and sustains it beautifully .,1
davis . . . gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .,1
"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '",1
"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",1
""" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see .",1
